category,name,url,Image URL,Type,Base spirit,Ingredients,Preparation,Served,Standard drinkware,Standard garnish
Vodka,Apple martini,https://en.wikipedia.org/wiki/Appletini,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Appletini.jpg/250px-Appletini.jpg,Mixed drink,,4.5 cL (3 parts) Vodka 1.5 cL (1 part) Apple schnapps / Calvados 1.5 cL (1 part) Cointreau,"Mix in ashaker, then pour into a chilled glass. Garnish and serve.",Straight up,Cocktail glass,Appleslice; Cherry
Vodka,Astro pop,https://en.wikipedia.org/wiki/Astro_pop_(cocktail),,Mixed drink,,"Vodka, bluecuraçao,grenadine,sweet and sour mixand others",,Typically layered,,
Vodka,Batida,https://en.wikipedia.org/wiki/Cocktails_with_cacha%C3%A7a#Batida,,Cocktail,,"50 mL cachaça 1 ⁄ 2 Lime cut into 4 wedges (or tahiti lime tahiti lime , but not lemon ) 2 teaspoons crystal or refined sugar",Place lime and sugar into old fashioned glass and muddle (mash the two ingredients together using amuddleror a wooden spoon). Fill the glass with crushed ice and add the Cachaça.[3],On the rocks: poured over ice,Old fashioned glass,lime[2]
Vodka,Bay breeze,https://en.wikipedia.org/wiki/Bay_breeze_(cocktail),,,,,,,,
Vodka,Black Russian,https://en.wikipedia.org/wiki/Black_Russian,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Black_Russian.jpg/250px-Black_Russian.jpg,Cocktail,,50 mL Vodka 20 mL Coffee liqueur Coffee liqueur,Pour the ingredients into the old fashioned glass filled with ice cubes. Stir gently.,On the rocks: poured over ice,Old fashioned glass,
Vodka,Bloody Mary,https://en.wikipedia.org/wiki/Bloody_Mary_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Bloody_Mary_Coctail_with_celery_stalk_-_Evan_Swigart.jpg/250px-Bloody_Mary_Coctail_with_celery_stalk_-_Evan_Swigart.jpg,Mixed drink,,45 mL vodka 90 mL tomato juice tomato juice 15 mL fresh lemon juice lemon juice 2 dashes of Worcestershire sauce Worcestershire sauce Tabasco sauce Tabasco sauce Celery salt Celery salt Black pepper Black pepper,"Stir gently all the ingredients in a mixing glass with ice, pour into rocks glass.",On the rocks: poured over ice,Highball glass,Celeryand lemon wedge (optional)
Vodka,BLT cocktail,https://en.wikipedia.org/wiki/BLT_cocktail,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/BLT_cocktail.jpg/250px-BLT_cocktail.jpg,Mixed drink,,BaconLettuceorLiquorTomatoVodkaorBacon vodka,,"Straight up: chilled, without ice",,Bacon salt
Vodka,Blue Lagoon,https://en.wikipedia.org/wiki/Blue_Lagoon_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Blue_Lagoon_at_the_Mandarin_Oriental%2C_Washington_DC.jpg/250px-Blue_Lagoon_at_the_Mandarin_Oriental%2C_Washington_DC.jpg,Mixed drink,,50 mL (1.7 US fl oz) Vodka 20 mL (0.68 US fl oz) Blue Curaçao Blue Curaçao 100 mL (3.4 US fl oz) Lemonade 1 orange slice Ice cubes,"Pour vodka and Blue Curaçao in a shaker with ice, shake well and strain into ice filled highball glass, top with lemonade, garnish and serve.",On the rocks: poured over ice,Hurricane glass,lemon slice or Garnish the brim with an orange slice or cherry and lemon wedge
Vodka,Bull shot,https://en.wikipedia.org/wiki/Bull_shot,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Bloody_Mary_Coctail_with_celery_stalk_-_Evan_Swigart.jpg/250px-Bloody_Mary_Coctail_with_celery_stalk_-_Evan_Swigart.jpg,Mixed drink,,45 mL vodka 90 mL tomato juice tomato juice 15 mL fresh lemon juice lemon juice 2 dashes of Worcestershire sauce Worcestershire sauce Tabasco sauce Tabasco sauce Celery salt Celery salt Black pepper Black pepper,"Stir gently all the ingredients in a mixing glass with ice, pour into rocks glass.",On the rocks: poured over ice,Highball glass,Celeryand lemon wedge (optional)
Vodka,Caesar,https://en.wikipedia.org/wiki/Caesar_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Bloody_Caesar.jpg/250px-Bloody_Caesar.jpg,Cocktail,,6 oz. Clamato Juice 1– only 1 + 1 ⁄ 2 oz. vodka 2 dashes hot sauce 4 dashes Worcestershire sauce Celery salt Freshly ground pepper Lime wedge 1 crisp celery stalk,"Rim glass with celery salt, and a lime wedge.",on the rocks,Highball glass,stalk ofceleryand wedge oflime
Vodka,Caipiroska,https://en.wikipedia.org/wiki/Caipiroska,,,,"6 cL vodka 1/2 lime , cut into wedges 1 teaspoon brown sugar 1 teaspoon raw or turbinado sugar Crushed ice",Squeeze juice from lime wedges into a highball glass. Place one of the lime wedges into the glass and add sugars. Muddle sugar with the lime wedges. Be careful not to overdo the muddling of the lime rind as it may make the drink too bitter. Pour in vodka and stir well until the sugar is dissolved. Add crushed ice and stir to melt some of the ice. Garnish with lime slice or wedge and serve.,,,
Vodka,Cape Codder,https://en.wikipedia.org/wiki/Cape_Codder_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Cape_Cod_Tall_%285076311093%29.jpg/250px-Cape_Cod_Tall_%285076311093%29.jpg,Cocktail,,Vodka Cranberry juice Cranberry juice,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,On the rocks: poured over ice,Highball glass,limeslice
Vodka,Chi-chi,https://en.wikipedia.org/wiki/Virgin_colada,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Pi%C3%B1a_Colada.jpg/250px-Pi%C3%B1a_Colada.jpg,Cocktail,Rum,50 mL white rum 30 mL coconut cream coconut cream 50 mL fresh pineapple juice,"Blend all the ingredients with ice in an electric blender, pour into a large glass, and serve with straws.",Frozen: blended with ice,Poco Grande glass,with acocktail cherry
Vodka,Colombia,https://en.wikipedia.org/wiki/Colombia_(cocktail),,Cocktail,,2 parts vodka or brandy [1] [ 1 ] 1 part blue Curaçao blue Curaçao 1 part grenadine 1 part lemon juice lemon juice 6 parts orange juice orange juice,"Shake the vodka and citrus juices in amixer, then strain into the glass. Slide the grenadine down one side of the glass, where it will sink to the bottom. Slide the curacao down the other side, to lie between the vodka and grenadine, and serve before the layers have a chance to mix.",,Highball glass,
Vodka,Cosmopolitan,https://en.wikipedia.org/wiki/Cosmopolitan_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Cosmopolitan_%285076906532%29.jpg/250px-Cosmopolitan_%285076906532%29.jpg,Cocktail,,40 mL Vodka Citron 15 mL Cointreau 15 mL Fresh lime juice lime juice 30 mL cranberry juice cranberry juice,Shake all ingredients incocktail shakerfilled with ice. Strain into a largecocktail glass. Garnish with lime slice.,"Straight up: chilled, without ice",Cosmopolitan orcocktail glass,lime slice
Vodka,Dirty Shirley,https://en.wikipedia.org/wiki/Dirty_Shirley,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Shirley_Temple_cocktail.jpg/250px-Shirley_Temple_cocktail.jpg,Non-alcoholic mixed drink,,Ginger ale Ginger ale Grenadine,,,,Maraschino cherry
Vodka,Espresso martini,https://en.wikipedia.org/wiki/Espresso_martini,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Bistrot_Bruno_Loubet%2C_Clerkenwell%2C_London_%284574785649%29.jpg/250px-Bistrot_Bruno_Loubet%2C_Clerkenwell%2C_London_%284574785649%29.jpg,Cocktail,Vodka,50 mL vodka 30 mL Kahlúa 10 mL sugar syrup sugar syrup 1 strong espresso,"Pour all ingredients into cocktail shaker, shake well with ice, strain into chilled cocktail glass.","Straight up: chilled, without ice",Cocktail glass,3 coffee beans
Vodka,Flirtini,https://en.wikipedia.org/wiki/Flirtini,,,,,,,,
Vodka,Gimlet,https://en.wikipedia.org/wiki/Gimlet_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Gimlet_cocktail.jpg/250px-Gimlet_cocktail.jpg,Cocktail,Gin,Two to four parts gin One part sweetened lime juice,Mix and serve. Garnish with a slice of lime,"Straight up: chilled, without ice",Cocktail glass,Lime
Vodka,Glowtini,https://en.wikipedia.org/wiki/Glowtini,,,,,,,,
Vodka,Godmother,https://en.wikipedia.org/wiki/Godmother_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Godfather_cocktail.jpg/250px-Godfather_cocktail.jpg,Cocktail,"Scotch whisky,Amaretto",3.5 cL (1 oz) Scotch whisky Scotch whisky 3.5 cL (1 oz) amaretto,Pour all ingredients into an old fashioned glass filled with ice. Stir gently.,On the rocks: poured over ice,Old fashioned glass,
Vodka,Greyhound,https://en.wikipedia.org/wiki/Greyhound_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Greyhound_Cocktail.jpg/250px-Greyhound_Cocktail.jpg,Highball,Gin,5 cL (1 parts) gin or vodka 20 cL (4 parts) Grapefruit juice Grapefruit juice,Shake gin or vodka and grapefruit juice in cocktail shaker. Strain into a highball glass.,On the rocks: poured over ice,Old fashioned glass,
Vodka,Harvey Wallbanger,https://en.wikipedia.org/wiki/Harvey_Wallbanger,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Harvey_Wallbanger.jpg/250px-Harvey_Wallbanger.jpg,Mixed drink,Vodka,4.5 cL (3 parts) vodka 1.5 cL (1 part) Galliano 9 cL (6 parts) fresh orange juice orange juice,"Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve.",On the rocks: poured over ice,Highball glass,orangeslice andmaraschino cherry
Vodka,John Daly (cocktail),https://en.wikipedia.org/wiki/John_Daly_(cocktail),,Mixed drink,Vodka,"Lemonade,Iced tea",,,,
Vodka,Kamikaze,https://en.wikipedia.org/wiki/Kamikaze_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Kamikaze-cocktail.jpg/250px-Kamikaze-cocktail.jpg,Cocktail,Vodka,3 cL vodka 3 cL triple sec triple sec 3 cL lime juice lime juice,"Shake all ingredients together with ice. Strain into glass, garnish and serve.","Straight up: chilled, without ice",Cocktail glass,Limeslice
Vodka,Karsk,https://en.wikipedia.org/wiki/Karsk,,Cocktail,"Everclear,Moonshine,Vodka",6cl (3 parts) Pure alcohol Pure alcohol 6cl (3 parts) Hot coffee,Heat the coffee; do not boil. Pour into cup and add the alcohol; serve hot.,Hot,Coffee cup,
Vodka,Kensington Court special,https://en.wikipedia.org/wiki/Kensington_Court_special,,Cocktail,Brandy,3 parts Brandy 2 parts Yellow Chartreuse Yellow Chartreuse 1 part Lillet 1 part Orange Juice Orange Juice 1 part Dubonnet,"Shake ingredients together with ice, and strain into a cocktail glass.","Straight up: chilled, without ice",Cocktail glass,
Vodka,Lemon drop,https://en.wikipedia.org/wiki/Lemon_drop_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Lemon_Drop_cocktails.jpg/250px-Lemon_Drop_cocktails.jpg,,Vodka,30 mL vodka citron 20 mL triple sec 15 mL fresh lemon juice,"Pour all ingredients into cocktail shaker, shake well with ice, strain into chilled cocktail glass. Garnish with sugar rim around the glass.","Straight up: chilled, without ice",Cocktail glass,sugar around rim
Vodka,Link up,https://en.wikipedia.org/wiki/Link_up_(cocktail),,Cocktail,Brandy,3 parts Brandy 2 parts Yellow Chartreuse Yellow Chartreuse 1 part Lillet 1 part Orange Juice Orange Juice 1 part Dubonnet,"Shake ingredients together with ice, and strain into a cocktail glass.","Straight up: chilled, without ice",Cocktail glass,
Vodka,Long Island iced tea,https://en.wikipedia.org/wiki/Long_Island_iced_tea,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Long_Island_Iced_Teas.jpg/250px-Long_Island_Iced_Teas.jpg,Cocktail,"Gin,Tequila,Vodka,Rum",15 mL Tequila 15 mL Vodka 15 mL White rum White rum 15 mL Cointreau 15 mL Gin 25 mL Lemon juice Lemon juice 30 mL simple syrup simple syrup Top with Cola,Add all ingredients into highball glass filled with ice. Stir gently. Optionally garnish with lemon slice.[1],On the rocks: poured over ice,Highball glass,lemon slice (optional)
Vodka,Moscow mule,https://en.wikipedia.org/wiki/Moscow_mule,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Cocktail_Moscow_Mule_im_Kupferbecher_mit_Minze.jpg/250px-Cocktail_Moscow_Mule_im_Kupferbecher_mit_Minze.jpg,Mixed drink,Vodka,45 mL vodka 10 mL lime juice 120 mL ginger beer ginger beer,"In a Mule Cup or rocks glass, combine the vodka and ginger beer. Add lime juice and gently stir to involve all ingredients.",On the rocks: poured over ice,copper mug,Lime Slice
Vodka,Platinum blonde,https://en.wikipedia.org/wiki/Platinum_blonde_(cocktail),,Mixed drink,Vodka,1 oz vodka 1/2 oz herbal liqueur (traditionally elderflower cordial elderflower cordial ) 1/2 oz grapefruit juice 1/2 oz lemon juice 1/2 oz Simple syrup,"Combine ingredients with ice in cocktail shaker; shake well, then strain into cocktail glass. Garnish with rosemary sprig.",chilled,Cocktail glass,rosemary sprig
Vodka,Porn star martini,https://en.wikipedia.org/wiki/Porn_star_martini,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Porn_star_martini_cocktail.jpg/250px-Porn_star_martini_cocktail.jpg,Cocktail,"Vodka,Passoã",4 cL (4 parts) vanilla vodka 1 cL (1 part) Passoã 2 cL (2 parts) passion fruit puree 2 bar spoons (or teaspoons) homemade vanilla sugar (vanilla pods blended with caster sugar),"Straight: Pour all ingredients into mixing glass with ice cubes. Shake well. Strain in chilled martini cocktail glass. Cut passion fruit in half, dust with vanilla sugar and use as garnish. Pour champagne into a chilled shot glass and serve alongside the martini.",Straight up,Cocktail glass,Passion fruit half and an accompanying shot glass of champagne
Vodka,Red Russian,https://en.wikipedia.org/wiki/Red_Russian_(cocktail),,Cocktail,Vodka,"1 part (1 oz, 3 cL) vodka [1] [ 1 ] 1 part (1 oz, 3 cL) Cherry Heering Cherry Heering","Pour vodka, then Cherry Heering over ice.",On the rocks: poured over ice,Rocks glass,
Vodka,Rose Kennedy cocktail,https://en.wikipedia.org/wiki/Rose_Kennedy_cocktail,,,,,,,,
Vodka,Salty dog,https://en.wikipedia.org/wiki/Salty_dog_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Salty_Dog.jpg/250px-Salty_Dog.jpg,Cocktail,"Gin,Vodka",2 oz gin or vodka 4 oz grapefruit juice grapefruit juice,Combine ingredients and serve in a salt-rimmed glass.,Rocks,Highball glass,Salted glass
Vodka,Screwdriver,https://en.wikipedia.org/wiki/Screwdriver_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Screwdriver%2C_Birmingham-Shuttlesworth_International_Airport%2C_Birmingham_AL.jpg/250px-Screwdriver%2C_Birmingham-Shuttlesworth_International_Airport%2C_Birmingham_AL.jpg,Highball,Vodka,5 cL (1 part) vodka 10 cL (2 parts) orange juice orange juice,Mix in a highball glass with ice. Garnish and serve.,On the rocks: poured over ice,Highball glass,orangeslice
Vodka,Sea breeze,https://en.wikipedia.org/wiki/Sea_breeze_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Cocktail_with_vodka.jpg/250px-Cocktail_with_vodka.jpg,Mixed drink,Vodka,4 cL Vodka 12 cL Cranberry juice Cranberry juice 3 cL Grapefruit juice Grapefruit juice,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,On the rocks: poured over ice,Highball glass,limeslice
Vodka,Sex on the beach,https://en.wikipedia.org/wiki/Sex_on_the_beach,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Sex_On_The_Beach.jpg/250px-Sex_On_The_Beach.jpg,Cocktail,Vodka,4 cL Vodka 2 cL Peach schnapps 4 cL Orange juice Orange juice 4 cL cranberry juice cranberry juice,Build all ingredients in a highball glass filled with ice. Garnish with orange slice.,On the rocks: poured over ice,Highball glass,orangeslice
Vodka,Spicy Fifty,https://en.wikipedia.org/wiki/Spicy_Fifty,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Spicy_Fifty.jpg/250px-Spicy_Fifty.jpg,Mixed drink,Vodka,50 mL Vodka Vanilla 15 mL Elderflower Cordial 15 mL Fresh Lime Juice 10 mL Monin Honey Syrup 2 thin Slices Red Chili Pepper,"Add ingredients to shaker, shake with ice, double strain into chilled cocktail glass, and garnish with red chili pepper.",,Cocktail glass,Red chili pepper
Vodka,Vargtass,https://en.wikipedia.org/wiki/Vargtass,,,,,,,,
Vodka,Venom,https://en.wikipedia.org/wiki/Venom_(cocktail),,Cocktail,"Vodka,Rum","Orange Juice,WKD BlueSouthern ComfortVodka",,,Pint glass,
Vodka,Vesper,https://en.wikipedia.org/wiki/Vesper_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/The_Vesper.png/250px-The_Vesper.png,Cocktail,Gin,45 mL gin 15 mL vodka 7.5 mL Lillet Blanc Lillet Blanc,Pour all ingredients into a cocktail shaker filled with ice cubes. Shake and strain into a chilled cocktail glass.,"Straight up: chilled, without ice",Cocktail glass,lemon zest
Vodka,Vodka gimlet,https://en.wikipedia.org/wiki/Gimlet_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Gimlet_cocktail.jpg/250px-Gimlet_cocktail.jpg,Cocktail,Gin,Two to four parts gin One part sweetened lime juice,Mix and serve. Garnish with a slice of lime,"Straight up: chilled, without ice",Cocktail glass,Lime
Vodka,Vodka martini,https://en.wikipedia.org/wiki/Vodka_martini,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/15-09-26-RalfR-WLC-0084.jpg/250px-15-09-26-RalfR-WLC-0084.jpg,Cocktail,,60 mL (2.0 US fl oz) gin 10 mL (0.34 US fl oz) dry vermouth,Pour all ingredients into mixing glass with ice cubes. Stir or shake well. Strain into chilled martini cocktail glass.,"Straight up: chilled, without ice",Cocktail glass,Oliveorlemon twist
Vodka,Vodka McGovern,https://en.wikipedia.org/wiki/Highball_(cocktail)#List_of_highball_cocktails,,,,,,,,
Vodka,White Russian,https://en.wikipedia.org/wiki/White_Russian_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/White-Russian.jpg/250px-White-Russian.jpg,Cocktail,"Vodka,Coffee liqueur",5 cL (5 parts) vodka 2 cL (2 parts) coffee liqueur coffee liqueur 3 cL (3 parts) fresh cream,Pour coffee liqueur and vodka into an old fashioned glass filled with ice. Float fresh cream on top and stir slowly.,On the rocks: poured over ice,Old fashioned glass,
Vodka,Woo woo,https://en.wikipedia.org/wiki/Woo_Woo_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Woo_Woo.jpg/250px-Woo_Woo.jpg,Mixed drink,,2 parts (1 oz) Vodka 1 part (.5 oz) Peach Schnapps 4 parts (2 oz) Cranberry juice Cranberry juice,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,On the rocks: poured over ice,Highball glass,LimeWedge
Vodka,Wściekły pies,https://en.wikipedia.org/wiki/W%C5%9Bciek%C5%82y_pies,,,,,,,,
Vodka,Yorsh,https://en.wikipedia.org/wiki/Yorsh,,Cocktail,"Beer,Vodka",4 parts pale lager pale lager 1 part vodka (for a more potent Chpock 1 part beer to 2 parts vodka) [1] [ 1 ],Mix thoroughly and drink quickly.,,,
Whisky,Amber moon,https://en.wikipedia.org/wiki/Amber_moon,,Cocktail,,"3 US fluid ounces (89 mL) whiskey or vodka 1 raw egg raw egg Tabasco sauce Tabasco sauce , to taste","Crack an egg into a tall glass, leaving the yolk unbroken. Pour in whiskey or vodka. Add Tabasco to taste, or serve on the side.","Straight up: chilled, without ice",Highball glass,
Whisky,Black nail,https://en.wikipedia.org/wiki/Black_nail,,Mixed drink,,2.5 cL Irish whisky 2.5 cL Irish Mist Irish Mist,Fill a rocks glass with ice cubes and then add the Irish whiskey and thenIrish Mist. Stir gently.,On the rocks: poured over ice,Rocks glass,orange zest
Whisky,Blood and Sand,https://en.wikipedia.org/wiki/Blood_and_Sand_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/VTR_-_Blood_and_Sand.jpg/250px-VTR_-_Blood_and_Sand.jpg,,,¾ oz blended scotch ¾ oz blood orange blood orange juice ¾ oz sweet vermouth ¾ oz Cherry Heering Cherry Heering,Pour all ingredients intococktail shakerfilled with ice cubes. Shake well. Strain intoCocktail glass. Flame orange zest over the top of the glass.,"Straight up: chilled, without ice",Cocktail glass,"Maraschino cherry, Flamed orangezest"
Whisky,Blue blazer,https://en.wikipedia.org/wiki/Flaming_beverage#Blue_blazer_cocktail,,,,,,,,
Whisky,Bobby Burns,https://en.wikipedia.org/wiki/Bobby_Burns_(drink),https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Bobby_Burns_cocktail.jpg/250px-Bobby_Burns_cocktail.jpg,Cocktail,,4.5 cL Scotch whisky Scotch whisky [1] [ 1 ] 4.5 cL red vermouth 3 dashes Bénédictine Lemon peel,"Put all liquid ingredients in cocktail shaker filled with ice. Squeeze lemon peel on top. Stir, strain into glass.","Straight up: chilled, without ice",Cocktail glass,
Whisky,Boulevardier,https://en.wikipedia.org/wiki/Boulevardier_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/VTR_Happy_Hour_-_Boulevardier.jpg/250px-VTR_Happy_Hour_-_Boulevardier.jpg,Cocktail,,45 mL bourbon or rye whiskey rye whiskey 30 mL bitter Campari 30 mL sweet red vermouth,Pour all ingredients into mixing glass with ice cubes. Stir well. Strain into a chilled cocktail glass.,"Straight up: chilled, without ice",Cocktail glass,"Orange zest, optionally a lemon zest"
Whisky,Bourbon lancer,https://en.wikipedia.org/wiki/Bourbon_lancer,,Cocktail,,9 parts Bourbon 16 parts Champagne 3 dashes Angostura bitters Angostura bitters,Build over ice; stir. Garnish with twist of lemon peel.,On the rocks: poured over ice,Highball glass,Lemonpeel
Whisky,Brooklyn,https://en.wikipedia.org/wiki/Brooklyn_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Brooklyn_cocktail%2C_The_Post_Brewing_Co%2C_Boulder_CO.jpg/250px-Brooklyn_cocktail%2C_The_Post_Brewing_Co%2C_Boulder_CO.jpg,Cocktail,,2 oz rye or Canadian whisky Canadian whisky 1 oz dry vermouth 1/4 oz Maraschino liqueur 1/4 oz Picon or a few dashes of Angostura bitters Angostura bitters Maraschino cherry Maraschino cherry (Garnish),"Stirred over ice, strained into a chilled glass, garnished, and served straight up.","Straight up: chilled, without ice",Cocktail glass,cherry
Whisky,Churchill,https://en.wikipedia.org/wiki/Churchill_(cocktail),,Cocktail,Brandy,3 parts Brandy 2 parts Yellow Chartreuse Yellow Chartreuse 1 part Lillet 1 part Orange Juice Orange Juice 1 part Dubonnet,"Shake ingredients together with ice, and strain into a cocktail glass.","Straight up: chilled, without ice",Cocktail glass,
Whisky,Farnell,https://en.wikipedia.org/wiki/Farnell_(cocktail),,Cocktail,Tennessee whiskey,1 part Jack Daniel's Tennessee Whiskey 3 parts lemonade Ice 1 slice of lime 1 sprig of fresh mint,PourJack Daniel'sintoCollins glassfilled with ice. Fill to desired level withlemonade. Stir lightly and garnish with lime and mint.,On the rocks: poured over ice,Collins glass,
Whisky,Godfather,https://en.wikipedia.org/wiki/Godfather_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Godfather_cocktail.jpg/250px-Godfather_cocktail.jpg,Cocktail,"Scotch whisky,Amaretto",3.5 cL (1 oz) Scotch whisky Scotch whisky 3.5 cL (1 oz) amaretto,Pour all ingredients into an old fashioned glass filled with ice. Stir gently.,On the rocks: poured over ice,Old fashioned glass,
Whisky,Horsefeather,https://en.wikipedia.org/wiki/Horsefeather_(cocktail),,Cocktail,Whiskey,1.5 US fluid ounces (44 mL) rye whiskey rye whiskey or blended whiskey blended whiskey 4.0 US fluid ounces (120 mL) ginger beer ginger beer 3 dashes Angostura bitters Angostura bitters squirt of lemon juice lemon juice,Fill a highball glass 3/4 with ice. Pour in ingredients and stir.,On the rocks; poured over ice,Highball glass,
Whisky,Irish coffee,https://en.wikipedia.org/wiki/Irish_coffee,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Irish_coffee_glass.jpg/250px-Irish_coffee_glass.jpg,Mixed drink,Irish whiskey,50 mL (1.7 US fl oz) Irish whiskey Irish whiskey 120 mL (4.1 US fl oz) hot coffee 50 mL (1.7 US fl oz) fresh cream (chilled) 4.929 mL (1 tsp ) sugar,"Pour the coffee into a preheated glass, add whiskey and sugar, and stir until dissolved. Pour cream slowly to form a distinct layer.",Hot,Irish coffeemug,
Whisky,Whiskey and Coke,https://en.wikipedia.org/wiki/Whiskey_and_Coke,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Jack_%26_Coke_at_Encounter_Restaurant_%26_Bar_at_Los_Angeles_International_Airport_%2811300470795%29.jpg/250px-Jack_%26_Coke_at_Encounter_Restaurant_%26_Bar_at_Los_Angeles_International_Airport_%2811300470795%29.jpg,Highball,Whiskey,1 part whiskey 3–5 parts Coca-Cola (strength dependent) Ice,Pour whiskey into a Collins glass filled with ice. Fill to desired level with Coca-Cola. Stir lightly.,On the rocks: poured over ice,Collins glass,
Whisky,Lynchburg lemonade,https://en.wikipedia.org/wiki/Lynchburg_lemonade,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Lynchburg_Lemonade%2C_Grindhouse_Killer_Burgers%2C_Atlanta_GA.jpg/250px-Lynchburg_Lemonade%2C_Grindhouse_Killer_Burgers%2C_Atlanta_GA.jpg,Cocktail,Tennessee whiskey,1+1/4 oz Jack Daniel's Jack Daniel's 3/4 oz triple sec triple sec 2 oz sour mix sour mix lemon-lime,Shake first three ingredients with ice and strain into ice-filled glass. Top with the lemonade or lemon-lime. Add ice and stir. Garnish with lemon slices and cherries.[1],On the rocks: poured over ice,Collins glass,"Lemonwedge,maraschino cherry"
Whisky,Manhattan,https://en.wikipedia.org/wiki/Manhattan_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Manhattan_Cocktail2.jpg/250px-Manhattan_Cocktail2.jpg,Cocktail,Whiskey,50 mL Rye whiskey Rye whiskey 20 mL Sweet red vermouth 1 dash Angostura bitters Angostura bitters,Pour all ingredients into mixing glass with ice cubes. Stir well. Strain into a chilled cocktail glass.,"Straight up: chilled, without ice",Cocktail glass,Maraschino cherry
Whisky,Mint julep,https://en.wikipedia.org/wiki/Mint_julep,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Mint_Julep_im_Silberbecher.jpg/250px-Mint_Julep_im_Silberbecher.jpg,Cocktail,Bourbon whiskey,60 mL (2.0 US fl oz) bourbon whiskey 4 mint sprigs 1 teaspoon powdered sugar 2 teaspoons water,"In Julep Stainless Steel Cup gently muddle the mint with sugar and water. Fill the glass with cracked ice, add the Bourbon and stir well until the cup frosts.",On the rocks: poured over ice,Julep stainless steel cup,Mint sprig
Whisky,Missouri mule,https://en.wikipedia.org/wiki/Missouri_mule,,Cocktail,Brandy,3 parts Brandy 2 parts Yellow Chartreuse Yellow Chartreuse 1 part Lillet 1 part Orange Juice Orange Juice 1 part Dubonnet,"Shake ingredients together with ice, and strain into a cocktail glass.","Straight up: chilled, without ice",Cocktail glass,
Whisky,New York sour,https://en.wikipedia.org/wiki/New_York_sour,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/New_York_Sour.jpg/250px-New_York_Sour.jpg,Cocktail,Whiskey,6 cL whiskey ( rye or bourbon ) 2.25 cL Simple syrup Simple syrup 3 cL fresh lemon juice Few drops of egg white 1.5 cL red wine ( Shiraz or Malbec ),"Pour the whiskey, syrup, lemon juice, and egg white into shaker with ice cubes. Shake vigorously. Strain into chilled rocks glass filled with ice. Float the wine on top. Garnish with lemon or orange zest and cherry.",On the rocks: poured over ice,Rocks glass,Lemonororangezest andcherry
