category,name,url,Image URL,Type,Base spirit,Ingredients,Preparation,Served,Standard drinkware,Standard garnish
Whisky,Nixon,https://en.wikipedia.org/wiki/Nixon_(cocktail),,Cocktail,Brandy,3 parts Brandy 2 parts Yellow Chartreuse Yellow Chartreuse 1 part Lillet 1 part Orange Juice Orange Juice 1 part Dubonnet,"Shake ingredients together with ice, and strain into a cocktail glass.","Straight up: chilled, without ice",Cocktail glass,
Whisky,Old fashioned,https://en.wikipedia.org/wiki/Old_fashioned_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Whiskey_Old_Fashioned1.jpg/250px-Whiskey_Old_Fashioned1.jpg,Cocktail,Bourbon whiskey,45 mL bourbon or rye whiskey rye whiskey 1 sugar cube Few dashes Angostura bitters Angostura bitters Few dashes plain water,"Place sugar cube in old fashioned glass and saturate with bitter, add few dashes of plain water. Muddle until dissolved. Fill the glass with ice cubes and add whiskey. Stir gently. Garnish with orange slice or zest, and a cocktail cherry.",On the rocks: poured over ice,Old fashioned glass,"Orange slice orzest, andcocktail cherry"
Whisky,Old pal,https://en.wikipedia.org/wiki/Old_pal_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Old_Pal_cocktails.jpg/250px-Old_Pal_cocktails.jpg,Cocktail,Rye whiskey,One part rye whiskey rye whiskey One part dry vermouth One part Campari,Fill acocktail glasswith ice cubes. Add all ingredients. Stir then strain into a cocktail glass. Garnish with orange.,Stirred,Cocktail glass,Slice orange
Whisky,Paper plane,https://en.wikipedia.org/wiki/Paper_plane_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Taub_Family_Outpost_-_June_11_2021_-_Sarah_Stierch_02.jpg/250px-Taub_Family_Outpost_-_June_11_2021_-_Sarah_Stierch_02.jpg,Cocktail,Bourbon whiskey,30 mL Bourbon whiskey Bourbon whiskey 30 mL Amaro Nonino Amaro Nonino 30 mL Aperol 30 mL fresh lemon juice lemon juice,"Pour all ingredients into cocktail shaker, shake well with ice, strain into chilled cocktail glass.","Straight up: chilled, without ice",Cocktail glass,
Whisky,Penicillin,https://en.wikipedia.org/wiki/Penicillin_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/The_Spotted_Owl_-_Penicillin.jpg/250px-The_Spotted_Owl_-_Penicillin.jpg,Cocktail,Whisky,60 mL blended Scotch whisky blended Scotch whisky 7.5 mL Lagavulin 16y whisky Lagavulin 16y whisky 22.5 mL fresh lemon juice 22.5 mL honey syrup 2–3 quarter-sized slices of fresh ginger,"Muddle fresh ginger in a shaker and add the remaining ingredients, except for the Islay single malt whisky. Fill the shaker with ice and shake. Double-strain into a chilled old fashioned glass with ice. Float the single malt whisky on top.",On the rocks: poured over ice,Old fashioned glass,Candiedginger
Whisky,Rob Roy,https://en.wikipedia.org/wiki/Rob_Roy_cocktail,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/15-09-26-RalfR-WLC-0266.jpg/250px-15-09-26-RalfR-WLC-0266.jpg,Cocktail,Scotch whisky,4.5 cL Scotch whisky Scotch whisky 2.5 cL Sweet vermouth Sweet vermouth Dash Angostura bitters Angostura bitters,"Stir over ice, strain into chilled glass, garnished and serve straight up, or mix inrocks glassfilled with ice","Choice of ""straight up"" or ""On the rocks""",Cocktail glass,2Maraschino cherrieson a skewer or lemon twist
Whisky,Rusty nail,https://en.wikipedia.org/wiki/Rusty_nail_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Rusty_Nail_a_cocktail_by_%40tokenchick13_%2816503594826%29.jpg/250px-Rusty_Nail_a_cocktail_by_%40tokenchick13_%2816503594826%29.jpg,Cocktail,"Scotch whisky,Drambuie",45 mL Scotch whisky Scotch whisky 25 mL Drambuie,Pour all ingredients directly into an old fashioned glass filled with ice. Stir gently.,On the rocks: poured over ice,Old fashioned glass,Orange peel (optional)[a]
Whisky,Sazerac,https://en.wikipedia.org/wiki/Sazerac_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/SazeracCocktail.jpg/250px-SazeracCocktail.jpg,Cocktail,Cognac,50 mL cognac 10 mL absinthe One sugar cube sugar cube Two dashes Peychaud's Bitters Peychaud's Bitters,"Rinse a chilled old-fashioned glass with absinthe or anisette, and add crushed ice. Stir the other ingredients, with ice in a different glass. Discard ice and excess absinthe from the first glass, and strain the mixture into that glass.","Straight up: chilled, without ice",Old fashioned glass,lemon zest
Whisky,Scotch and soda,https://en.wikipedia.org/wiki/Scotch_and_soda_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Glass_of_Scotch_and_soda.jpg/250px-Glass_of_Scotch_and_soda.jpg,Highball,,Scotch whiskyandcarbonated water,"Measure whisky into glass (with or without ice), top with water as desired",,Old fashioned glass,
Whisky,Seven and Seven,https://en.wikipedia.org/wiki/7_and_7,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/7_and_7%2C_Macaroni_Grill%2C_Dunwoody_GA.jpg/250px-7_and_7%2C_Macaroni_Grill%2C_Dunwoody_GA.jpg,Highball,,1 shot (about 45 mL) Seagram's Seven Crown Seagram's Seven Crown whiskey 4–6 oz (about 150 mL) 7 Up 7 Up Ice,Pour whiskey intoCollins glassfilled with ice. Fill to desired level with 7 Up. Stir lightly.,On the rocks: poured over ice,Collins glass,
Whisky,Three wise men,https://en.wikipedia.org/wiki/Three_wise_men_(cocktail),,,,,,,,
Whisky,Toronto,https://en.wikipedia.org/wiki/Toronto_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/The_Toronto_Cocktail_%2813570423424%29.jpg/250px-The_Toronto_Cocktail_%2813570423424%29.jpg,Cocktail,Rye whiskey,2 oz rye whisky rye whisky [1] [ 1 ] only 1 ⁄ 4 oz Fernet-Branca 1 ⁄ 4 tsp sugar 1 dash angostura bitters angostura bitters,,"Straight up: chilled, without ice",Cocktail glass,orangeslice
Whisky,Vieux Carré,https://en.wikipedia.org/wiki/Vieux_Carr%C3%A9_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Vieux_Carre_Cocktail.jpg/250px-Vieux_Carre_Cocktail.jpg,Cocktail,"Rye whiskey,Cognac",30 mL rye whiskey rye whiskey 30 mL cognac 30 mL sweet vermouth 1 bar spoon bar spoon Bénédictine 2 dashes Peychaud's bitters Peychaud's bitters,Pour all ingredients into mixing glass with ice cubes. Stir well. Strain into a chilled cocktail glass.,"Straight up: chilled, without ice",Cocktail glass,Orangezestandmaraschino cherry
Whisky,Ward 8,https://en.wikipedia.org/wiki/Ward_8_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Ward_8_cocktail.jpg/250px-Ward_8_cocktail.jpg,Cocktail,Whiskey,2 oz rye whiskey rye whiskey 1/2 oz lemon juice lemon juice 1/2 oz orange juice orange juice 1 teaspoon grenadine,,,Cocktail glass,maraschino cherry
Whisky,Whiskey sour,https://en.wikipedia.org/wiki/Whiskey_sour,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Whiskey_Sour.jpg/250px-Whiskey_Sour.jpg,Cocktail,Whiskey,4.5 cL (3 parts) bourbon whiskey bourbon whiskey 3 cL (2 parts) fresh lemon juice lemon juice 1.5 cL (1 part) simple syrup simple syrup,"Shake with ice. Strain into chilled glass, garnish and serve.",On the rocks or straight up,Old fashioned glass,Maraschino cherry and half orange slice
Whisky,Whisky Mac,https://en.wikipedia.org/wiki/Whisky_Mac,,,,,,,,
Fortified wines,Port wine,https://en.wikipedia.org/wiki/Port_wine,,,,,,,,
Fortified wines,Sherry,https://en.wikipedia.org/wiki/Sherry,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/DO_Jerez_location.svg/330px-DO_Jerez_location.svg.png,Denominación de Origen Protegida(DOP),,,,,,
Fortified wines,Up to date,https://en.wikipedia.org/wiki/Up_to_date_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Up_to_Date_cocktail_%28unedited%29.jpg/250px-Up_to_Date_cocktail_%28unedited%29.jpg,,,1.25 oz dry sherry 1.25 oz rye whiskey rye whiskey 0.25 oz Grand Marnier Grand Marnier 2 dashes Angostura bitters Angostura bitters,"Add sherry, rye whiskey, mariner, and bitters to a mixing glass with ice. Stir until chilled. Strain into a chilled glass, garnish with a lemon twist.",,Champagne coupe,Lemon twist
Fortified wines,Vermouth,https://en.wikipedia.org/wiki/Vermouth,,,,,,,,
Fortified wines,Boulevardier,https://en.wikipedia.org/wiki/Boulevardier_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/VTR_Happy_Hour_-_Boulevardier.jpg/250px-VTR_Happy_Hour_-_Boulevardier.jpg,Cocktail,,45 mL bourbon or rye whiskey rye whiskey 30 mL bitter Campari 30 mL sweet red vermouth,Pour all ingredients into mixing glass with ice cubes. Stir well. Strain into a chilled cocktail glass.,"Straight up: chilled, without ice",Cocktail glass,"Orange zest, optionally a lemon zest"
Fortified wines,Hanky panky,https://en.wikipedia.org/wiki/Hanky_panky_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Hanky_Panky_cocktail.jpg/250px-Hanky_Panky_cocktail.jpg,Mixed drink,"Gin,Vermouth",45 mL London dry gin 45 mL Sweet red vermouth 7.5 mL Fernet-Branca,"Stirred over ice, strained into a chilled glass, garnished, and served up.","Straight up: chilled, without ice",Cocktail glass,Orange zest
Fortified wines,Rose,https://en.wikipedia.org/wiki/Rose_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Rose_%28cocktail%29.jpg/250px-Rose_%28cocktail%29.jpg,Wine cocktail,Vermouth,4 cL (2 parts) dry vermouth 2 cL (1 parts) Kirsch 3 Dashes Strawberry syrup Strawberry syrup,"Shake together in acocktail shaker, then strain into chilled glass. Garnish and serve.","Straight up: chilled, without ice",Cocktail glass,Maraschino cherry
Fortified wines,Adonis,https://en.wikipedia.org/wiki/Adonis_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Adonis.png/250px-Adonis.png,,,4.5 cL dry sherry dry sherry 4.5 cL sweet vermouth sweet vermouth 2 dashes orange bitters orange bitters,Combine ingredients with ice in a mixing glass. Strain into a chilled glass. Garnish with an orange peel or twist.[1],,Cocktail glass,orange peel or twist
Wine,Agua de Valencia,https://en.wikipedia.org/wiki/Agua_de_Valencia,,,,,,,,
Wine,Black velvet,https://en.wikipedia.org/wiki/Black_velvet_(cocktail),https://upload.wikimedia.org/wikipedia/en/thumb/f/f4/Black_Velvet_Cocktail_Layered.jpg/250px-Black_Velvet_Cocktail_Layered.jpg,Mixed drink,,Stout and Champagne,Mix equal parts stout and Champagne,Straight,Pilsner glass,
Wine,Death in the Afternoon,https://en.wikipedia.org/wiki/Death_in_the_Afternoon_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Death_In_The_Afternoon.jpg/250px-Death_In_The_Afternoon.jpg,Wine cocktail,"Champagne,Absinthe",,,,Champagne flute,
Wine,Flirtini,https://en.wikipedia.org/wiki/Flirtini,,,,,,,,
Wine,Prince of Wales,https://en.wikipedia.org/wiki/Prince_of_Wales_(cocktail),,,,,,,,
Wine,Agua de Sevilla,https://en.wikipedia.org/wiki/Agua_de_Sevilla,,,,pineapple juice Cava whiskey cointreau (triplesec),Recipes instruct to crush the ice until it is shaved and serve in champagne glasses with a leaf ofhierba buena.,,,
Wine,Spritz,https://en.wikipedia.org/wiki/Spritz_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Aperol_Spritz_aboard_Viking_Mariella.jpg/250px-Aperol_Spritz_aboard_Viking_Mariella.jpg,Wine cocktail,Prosecco,9 cL Prosecco 6 cL Select / Aperol / Campari / Cynar Splash of soda water soda water,Build all ingredients into a wine glass filled with ice. Stir gently.,On the rocks: poured over ice,Wine glass (white),Slice ofOrange
Wine,Bellini,https://en.wikipedia.org/wiki/Bellini_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Bellini_Cipriani%2C_Macaroni_Grill%2C_Dunwoody_GA.jpg/250px-Bellini_Cipriani%2C_Macaroni_Grill%2C_Dunwoody_GA.jpg,Wine cocktail,,10 cL (2 parts) Prosecco 5 cL (1 part) fresh peach purée,"Pour peach purée into chilled glass, add sparkling wine. Stir gently.","Straight up: chilled, without ice",Champagne flute,
Wine,Hugo,https://en.wikipedia.org/wiki/Hugo_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/15-09-26-RalfR-WLC-0059.jpg/250px-15-09-26-RalfR-WLC-0059.jpg,Wine cocktail,Sparkling wine,prosecco elderflower or lemon balm lemon balm syrup seltzer or sparkling water,Stir together over plenty of ice.,On the rocks: poured over ice,Wine glass (white),mint leaves
Wine,Rossini,https://en.wikipedia.org/wiki/Rossini_(cocktail),,,,,,,,
Wine,Atomic,https://en.wikipedia.org/wiki/Atomic_(cocktail),,,,,,,,
Wine,Champagne cocktail,https://en.wikipedia.org/wiki/Champagne_cocktail,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Champagne_cocktail_-_Portal%2C_Clerkenwell%2C_London_%284356768748%29_%28cropped%29.jpg/250px-Champagne_cocktail_-_Portal%2C_Clerkenwell%2C_London_%284356768748%29_%28cropped%29.jpg,Cocktail,,9cl Champagne 1cl Cognac 2 dashes Angostura bitters Angostura bitters 1 Sugar cube Sugar cube,"Place the sugar cube with 2 dashes of bitters in a large Champagne glass, add the cognac. Pour gently chilled Champagne. Garnish with orange zest and maraschino cherry.","Straight up: chilled, without ice",Champagne flute,Orange sliceandmaraschino cherry
Wine,French 75,https://en.wikipedia.org/wiki/French_75_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/French_75.jpg/250px-French_75.jpg,Wine cocktail,Champagne,30 mL (1 US fl oz) gin 15 mL (0.5 US fl oz) lemon juice lemon juice 15 mL (0.5 US fl oz) simple syrup simple syrup 60 mL (2 US fl oz) Champagne,"Pour all the ingredients, except Champagne, into a shaker. Shake well and strain into a Champagne flute. Top up with Champagne. Stir gently.","Straight up: chilled, without ice",Champagne flute,
Wine,Kir royal,https://en.wikipedia.org/wiki/Kir_royal,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/15-09-26-RalfR-WLC-0299.jpg/250px-15-09-26-RalfR-WLC-0299.jpg,Wine cocktail,Champagne,9 cL (3 ounces) (9 parts) champagne 1 cL (0.33 ounce) (1 part) crème de cassis crème de cassis,"Add the crème de cassis to the bottom of the glass, then top up champagne.",,Champagne flute,
Wine,Mimosa,https://en.wikipedia.org/wiki/Mimosa_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Pool-side_Mimosas_at_The_Standard_Hotel.jpg/250px-Pool-side_Mimosas_at_The_Standard_Hotel.jpg,Wine cocktail,Champagne,75 mL champagne 75 mL orange juice orange juice,"Ensure both ingredients are well chilled, then mix into the glass. Serve cold.","Straight up: chilled, without ice",Champagne flute,Orange twist
Wine,Ochsenblut,https://en.wikipedia.org/wiki/Ochsenblut,,,,,,,,
Wine,Calimocho,https://en.wikipedia.org/wiki/Calimocho,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Porr%C3%B3n_1.jpg/250px-Porr%C3%B3n_1.jpg,,Wine,One part red wine red wine One part cola or another carbonated soft drink carbonated soft drink,Stir together over plenty of ice.,On the rocks: poured over ice,katxi[es],
Wine,Claret cup,https://en.wikipedia.org/wiki/Claret_cup_(beverage),,,,,,,,
Wine,Mulled wine,https://en.wikipedia.org/wiki/Mulled_wine,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Gl%C3%BChwein_Weinnachtsmarkt_OS.JPG/250px-Gl%C3%BChwein_Weinnachtsmarkt_OS.JPG,,,"Wine (red), spices and fruit",,,,
Wine,Tinto de verano,https://en.wikipedia.org/wiki/Tinto_de_verano,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Tinto_de_verano.jpg/250px-Tinto_de_verano.jpg,Wine cocktail,Wine,One part red wine red wine One part soft drink soft drink,Mix and serve well chilled.,On the rocks: poured over ice,,lemonslice
Wine,Zurracapote,https://en.wikipedia.org/wiki/Zurracapote,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Preparando_Zurracapote.jpg/250px-Preparando_Zurracapote.jpg,Wine cocktail,,"red wine red wine fruit ( peaches , lemons ) sugar cinnamon",,,Goblet,
Wine,Kir,https://en.wikipedia.org/wiki/Kir_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Kir_cocktail.jpg/250px-Kir_cocktail.jpg,Wine cocktail,Wine,9 cL (9 parts) white wine white wine 1 cL (1 part) crème de cassis crème de cassis,"Add the crème de cassis to the bottom of the glass, then top up with wine.","Straight up: chilled, without ice",Wine glass (white),
Wine,Spritzer,https://en.wikipedia.org/wiki/Spritzer,,,,,,,,
Anise-flavored liqueurs,Herbsaint frappé,https://en.wikipedia.org/wiki/Herbsaint#Cocktails,,,,,,,,
Anise-flavored liqueurs,Mauresque,https://en.wikipedia.org/wiki/Pastis#Cocktails,,,,,,,,
Anise-flavored liqueurs,Perroquet,https://en.wikipedia.org/wiki/Pastis#Cocktails,,,,,,,,
Anise-flavored liqueurs,Rourou,https://en.wikipedia.org/wiki/Pastis#Cocktails,,,,,,,,
Anise-flavored liqueurs,Tomate,https://en.wikipedia.org/wiki/Pastis#Cocktails,,,,,,,,
Chocolate liqueur,Chocolate martini,https://en.wikipedia.org/wiki/Chocolate_martini,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/15-09-26-RalfR-WLC-0084.jpg/250px-15-09-26-RalfR-WLC-0084.jpg,Cocktail,,60 mL (2.0 US fl oz) gin 10 mL (0.34 US fl oz) dry vermouth,Pour all ingredients into mixing glass with ice cubes. Stir or shake well. Strain into chilled martini cocktail glass.,"Straight up: chilled, without ice",Cocktail glass,Oliveorlemon twist
Coffee liqueurs,B-52,https://en.wikipedia.org/wiki/B-52_(cocktail),https://upload.wikimedia.org/wikipedia/commons/3/3a/Cocktail_B52.jpg,Layered shooter,,2 cL Kahlúa 2 cL Baileys Irish Cream Baileys Irish Cream 2 cL Grand Marnier Grand Marnier,Layer ingredients into a shot glass. Serve with a stirrer.,"Straight up: chilled, without ice",Shot glass,Stirrer
Coffee liqueurs,Baby Guinness,https://en.wikipedia.org/wiki/Baby_Guinness,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Baby_Guinness.jpg/250px-Baby_Guinness.jpg,Mixed drink,,"3⁄4shot (3 parts)coffee liqueur,1⁄4shot (1 part)Irish cream",Float Irish cream on top of coffee liqueur,,Shot glass,
Coffee liqueurs,Black Russian,https://en.wikipedia.org/wiki/Black_Russian,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Black_Russian.jpg/250px-Black_Russian.jpg,Cocktail,,50 mL Vodka 20 mL Coffee liqueur Coffee liqueur,Pour the ingredients into the old fashioned glass filled with ice cubes. Stir gently.,On the rocks: poured over ice,Old fashioned glass,
Coffee liqueurs,Espresso martini,https://en.wikipedia.org/wiki/Espresso_martini,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Bistrot_Bruno_Loubet%2C_Clerkenwell%2C_London_%284574785649%29.jpg/250px-Bistrot_Bruno_Loubet%2C_Clerkenwell%2C_London_%284574785649%29.jpg,Cocktail,Vodka,50 mL vodka 30 mL Kahlúa 10 mL sugar syrup sugar syrup 1 strong espresso,"Pour all ingredients into cocktail shaker, shake well with ice, strain into chilled cocktail glass.","Straight up: chilled, without ice",Cocktail glass,3 coffee beans
Coffee liqueurs,Moose milk,https://en.wikipedia.org/wiki/Moose_milk_(cocktail),,,,,,,,
Coffee liqueurs,Orgasm,https://en.wikipedia.org/wiki/Orgasm_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Orgasm_%28cocktail%29.jpg/250px-Orgasm_%28cocktail%29.jpg,Cocktail,"Grand Marnier,Irish cream",3 cL Cointreau 3 cL Irish Cream Irish Cream 2 cL Grand Marnier Grand Marnier 1 Maraschino cherry Maraschino cherry [1] [ 1 ],Build all ingredients over ice in an old fashioned glass or shot glass.,On the rocks: poured over ice,Old fashioned glass,Cherry
Coffee liqueurs,White Russian,https://en.wikipedia.org/wiki/White_Russian_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/White-Russian.jpg/250px-White-Russian.jpg,Cocktail,"Vodka,Coffee liqueur",5 cL (5 parts) vodka 2 cL (2 parts) coffee liqueur coffee liqueur 3 cL (3 parts) fresh cream,Pour coffee liqueur and vodka into an old fashioned glass filled with ice. Float fresh cream on top and stir slowly.,On the rocks: poured over ice,Old fashioned glass,
Cream liqueur,B-52,https://en.wikipedia.org/wiki/B-52_(cocktail),https://upload.wikimedia.org/wikipedia/commons/3/3a/Cocktail_B52.jpg,Layered shooter,,2 cL Kahlúa 2 cL Baileys Irish Cream Baileys Irish Cream 2 cL Grand Marnier Grand Marnier,Layer ingredients into a shot glass. Serve with a stirrer.,"Straight up: chilled, without ice",Shot glass,Stirrer
Cream liqueur,Baby Guinness,https://en.wikipedia.org/wiki/Baby_Guinness,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Baby_Guinness.jpg/250px-Baby_Guinness.jpg,Mixed drink,,"3⁄4shot (3 parts)coffee liqueur,1⁄4shot (1 part)Irish cream",Float Irish cream on top of coffee liqueur,,Shot glass,
Cream liqueur,Irish car bomb,https://en.wikipedia.org/wiki/Irish_car_bomb_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Irish_Car_Bomb.jpg/250px-Irish_Car_Bomb.jpg,Beer cocktail,,"Guinness stout,Baileys Irish Cream, andJameson Irish Whiskey","The whiskey is floated on top of the Irish cream in a shot glass, and the shot glass is then dropped into the stout",,Apub glassand ashot glass.,
Cream liqueur,Orgasm,https://en.wikipedia.org/wiki/Orgasm_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Orgasm_%28cocktail%29.jpg/250px-Orgasm_%28cocktail%29.jpg,Cocktail,"Grand Marnier,Irish cream",3 cL Cointreau 3 cL Irish Cream Irish Cream 2 cL Grand Marnier Grand Marnier 1 Maraschino cherry Maraschino cherry [1] [ 1 ],Build all ingredients over ice in an old fashioned glass or shot glass.,On the rocks: poured over ice,Old fashioned glass,Cherry
Cream liqueur,Slippery nipple,https://en.wikipedia.org/wiki/Slippery_nipple,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Slippery_Nipple.jpg/250px-Slippery_Nipple.jpg,Layered shooter,"Sambuca,Irish cream",(1 part) Sambuca (1 part) Baileys Irish Cream Baileys Irish Cream,"Pour the sambuca into a shot glass, then pour the Irish Cream on top so that the two liquids do not mix.",Neat: undiluted and without ice,Shot glass,Cherry(optional)
Cream liqueur,Springbokkie,https://en.wikipedia.org/wiki/Springbokkie,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Amarula_Springbokkie_shooter.jpg/250px-Amarula_Springbokkie_shooter.jpg,Layered shooter,"Crème de menthe,Amarula",1cl (1 part) Amarula 3cl (3 parts) Crème de menthe,The crème de menthe is poured into the shot glass and the Amarula is carefully layered on top.,Neat: undiluted and without ice,Shot glass,
Crème liqueur,Grasshopper,https://en.wikipedia.org/wiki/Grasshopper_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Grasshopper_cocktail.jpg/250px-Grasshopper_cocktail.jpg,Cocktail,"Crème de cacao,Crème de menthe",3 cL crème de menthe crème de menthe (green) 3 cL crème de cacao crème de cacao (white) 3 cL cream,Pour ingredients into acocktail shakerwith ice. Shake briskly and then strain into a chilled cocktail glass.,"Straight up: chilled, without ice",Cocktail glass,
Crème liqueur,Springbokkie,https://en.wikipedia.org/wiki/Springbokkie,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Amarula_Springbokkie_shooter.jpg/250px-Amarula_Springbokkie_shooter.jpg,Layered shooter,"Crème de menthe,Amarula",1cl (1 part) Amarula 3cl (3 parts) Crème de menthe,The crème de menthe is poured into the shot glass and the Amarula is carefully layered on top.,Neat: undiluted and without ice,Shot glass,
Crème liqueur,Brandy Alexander,https://en.wikipedia.org/wiki/Brandy_Alexander,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Brandy_alexander.jpg/250px-Brandy_alexander.jpg,Cocktail,,30 mL Cognac 30 mL Crème de cacao Crème de cacao (brown) 30 mL fresh cream,Pour all ingredients into cocktail shaker filled with ice cubes. Shake and strain into a chilled cocktail glass.,"Straight up: chilled, without ice",Cocktail glass,Sprinkle fresh groundnutmegon top.
Crème liqueur,Stinger,https://en.wikipedia.org/wiki/Stinger_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Stinger_Cocktail.jpg/250px-Stinger_Cocktail.jpg,Cocktail,Cognac,50 mL cognac 20 mL white crème de menthe crème de menthe,Pour all ingredients into mixing glass with ice cubes. Stir well. Strain into chilled martini cocktail glass.,"Straight up: chilled, without ice",Cocktail glass,Optional mint leaf
Crème liqueur,Aviation,https://en.wikipedia.org/wiki/Aviation_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Aviation_Cocktail.jpg/250px-Aviation_Cocktail.jpg,Cocktail,,45 mL gin 15 mL maraschino Luxardo 15 mL lemon juice 1 barspoon crème de violette crème de violette,Add all ingredients into acocktail shaker. Shake with cracked ice and strain into a chilled cocktail glass.,"Straight up: chilled, without ice",Cocktail glass,maraschino cherry
Fruit liqueurs,Golden doublet,https://en.wikipedia.org/wiki/Golden_doublet,,Cocktail,Brandy,3 parts Brandy 2 parts Yellow Chartreuse Yellow Chartreuse 1 part Lillet 1 part Orange Juice Orange Juice 1 part Dubonnet,"Shake ingredients together with ice, and strain into a cocktail glass.","Straight up: chilled, without ice",Cocktail glass,
Fruit liqueurs,Golden dream,https://en.wikipedia.org/wiki/Golden_dream_(cocktail),https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Godlen-Dream_Mixed_Drink_Cocktail_%282360538105%29.jpg/250px-Godlen-Dream_Mixed_Drink_Cocktail_%282360538105%29.jpg,Cocktail,"Orange-flavored liqueur, Galliano",2 cL (2 parts) Galliano 2 cL (2 parts) Triple Sec Triple Sec 2 cL (2 parts) Fresh orange juice orange juice 1 cL (1 part) Fresh cream,Shake with cracked ice. Strain into glass and serve.,"Straight up: chilled, without ice",Cocktail glass,
Fruit liqueurs,Moonwalk,https://en.wikipedia.org/wiki/Moonwalk_cocktail,,Cocktail,Brandy,3 parts Brandy 2 parts Yellow Chartreuse Yellow Chartreuse 1 part Lillet 1 part Orange Juice Orange Juice 1 part Dubonnet,"Shake ingredients together with ice, and strain into a cocktail glass.","Straight up: chilled, without ice",Cocktail glass,
Fruit liqueurs,Skittle bomb,https://en.wikipedia.org/wiki/Skittle_bomb,,Mixed drink,,1 shot Cointreau only 1 ⁄ 2 can Red Bull,"The Cointreau is poured into a shot glass, and the shot glass is then dropped into the Red Bull.",,Apub glassand ashot glass.,
Fruit liqueurs,Melon ball,https://en.wikipedia.org/wiki/Melon_ball,,,,,,,,
Fruit liqueurs,Japanese slipper,https://en.wikipedia.org/wiki/Japanese_slipper,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Japanese_slipper.jpg/250px-Japanese_slipper.jpg,Cocktail,"Midori,Orange-flavored liqueur",3 cL (1 part) Midori 3 cL (1 part) Cointreau 3 cL (1 part) lemon juice lemon juice,"Shake together in amixerwith ice. Strain into glass, garnish and serve.","Straight up: chilled, without ice",Cocktail glass,Honeydew melonslice
